0.0,25.112989209604315,,,initial
1.0,24.960986116159265,0,0,MB#1-E03
2.0,22.53600289393522,2,0,MN#1-E04
3.0,20.026447795872087,1,0,MB#2-E05
4.0,17.607713189808305,3,1,MN#2-E06
5.0,17.607713189808305,,1,MB#3-E07 -- verkauft d Jenny
6.0,15.271061737131435,3,1,MN#3-E08
7.0,14.353629297627664,0,1,MB#4-E09
8.0,12.533086342167612,1,1,MN#4-E10 -- blackout
9.0,12.533086342167612,,1,MB#5-E11 -- verkauft d Gabriela
10.0,6.6293566200796095,5,1,MN#5-E12
11.0,3.700439718141092,1,1,MB#6-E13
12.0,1.0,6,2,MN#6-E14
13.0,1.0,0,2,MB#7-E15
14.0,0.0,6,2,MN#7-E16
15.0,0.0,1,2,MB#8-E18
14.0,0.0,7,3,MN#7-E19
17.0,0.0,0,3,MB#9-E19
16.0,0.0,10,3,MN#8-E20
