0.0,21.791061114716953,,0,initial
1.0,21.639058021271904,0,0,MB#1-E01 -- after all not +250.000$
2.0,17.6465024592513,3,0,MN#1-E01
3.0,17.52918650525089,0,0,MB#2-E02
4.0,14.016285982108814,3,0,MN#2-E02
5.0,13.295338471925627,1,0,MB#3-E03
6.0,10.309476353841106,4,1,MN#3-E03
7.0,10.171176797651771,0,1,MB#4-E04
8.0,7.774787059601174,4,1,MN#4-E04
9.0,6.189824558880018,0,1,MB#5-E05
10.0,4.392317422778761,4,1,MN#5-E05
11.0,4.169925001442312,1,1,MB#6-E06
12.0,3.0,4,2,MN#6-E06
13.0,2.584962500721156,0,2,MB#7-E07
14.0,0.0,4,2,MN#7-E07
15.0,0.0,0,2,MB#8-E08
16.0,0.0,2,2,MN#8-E08 -- blackout -250.000$
17.0,0.0,1,2,MB#9-E09
18.0,0.0,6,3,MN#9-E09
19.0,0.0,1,3,MB#10-E10
20.0,0.0,10,4,MN#10-E10
