0.0,30.742345829683927,,0,initial
1.0,30.742345829683927,,0,MB#1-E03 -- verkauft > 20€ > Joanna
2.0,28.312707119891016,2,0,MN#1-E04
3.0,25.53423281666806,1,0,MB#2-E05
4.0,24.185556625747292,2,1,MN#2-E06 -- -50k Kamera verdeckt (Kevin+Ariel)
5.0,23.988229779178262,0,1,MB#3-E07
6.0,22.555942766175207,2,1,MN#3-E08 -- +20€ aus Grosszuegigkeit :)
7.0,22.364337742045816,0,1,MB#4-E09
8.0,19.943041308058973,3,1,MN#4-E10
9.0,19.57274462917236,0,1,MB#5-E10
9.4,19.40051466483392,0,1,MB#5.2-E11 -- Geschenk wegen JimiBlue +10k €
10.0,17.00283698630722,4,1,MN#5-E12
11.0,15.69818917144705,1,1,MB#6-E13
12.0,13.55542794150115,4,2,MN#6-E14
13.0,13.251038527213534,0,2,MB#7-E14
13.4,12.878625729805357,0,2,MB#7.2-E15 -- JimiBlue Exit-MatchBox
14.0,8.820178962415188,5,2,MN#7-E16
15.0,8.778077129535358,0,2,MB#8-E17
16.0,8.055282435501189,4,2,MN#8-E18
17.0,8.055282435501189,,2,MB#9-E19 -- verkauft 5k Sidar
18.0,7.129283016944966,4,2,MN#9-E19
18.2,6.714245517666122,1,2,MB#9.6-E20 -- Geschenk: MN Überprüfung -40k => 115k
19.0,6.714245517666122,0,3,MB#10-E21
20.0,4.459431618637297,7,3,MN#10-E21
22.0,3.0,10,3,MN#11-E22 (Wiedersehen)
22.0,3.0,10,3,MN#11-E22 (Wiedersehen)
22.4,0.0,10,3,MN#11.2-E22 (Wiedersehen-2)
