0.0,21.791061114716953,,0,initial
1.0,21.639058021271904,0,0,MB#1-E01
2.0,19.214074799047857,2,0,MN#1-E01
3.0,19.065976160058725,0,0,MB#2-E02
4.0,15.947819546020028,0,0,MN#2-E02 -- blackout -250.000$
5.0,15.802718295983178,0,0,MB#3-E03
6.0,13.786371740048331,3,0,MN#3-E03
7.0,13.711021616791836,0,0,MB#4-E04
8.0,11.854089179870574,2,0,MN#4-E04
9.0,11.35149140932002,1,0,MB#5-E05
10.0,9.67595703294175,2,1,MN#5-E05
11.0,9.467605550082997,0,1,MB#6-E06
12.0,8.103287808412022,3,1,MN#6-E06
13.0,8.005624549193879,0,1,MB#7-E07
14.0,6.022367813028454,3,1,MN#7-E07
15.0,5.491853096329675,0,1,MB#8-E08
16.0,4.523561956057013,3,1,MN#8-E08
17.0,4.0,0,1,MB#9-E09
18.0,2.584962500721156,2,1,MN#9-E09
19.0,2.0,1,1,MB#10-E10
20.0,0.0,10,2,MN#10-E10
