0.0,27.57242082824161,,0,initial
0.5,27.420417734796562,0,0,"MB#0.75-E02 -- zusätzliche MB, da dup nicht bekannt"
1.0,27.270032919749895,0,0,MB#1-E03
2.0,23.30100866963131,3,0,MN#1-E04
3.0,23.18318875251743,0,0,MB#2-E05
4.0,21.083979815590347,3,0,MN#2-E06
5.0,19.40226889155002,1,0,MB#3-E07
6.0,17.911187151430745,2,1,MN#3-E08
7.0,17.772533662985808,0,1,MB#4-E09
8.0,15.476208256822586,3,1,MN#4-E10
9.0,7.636624620543649,1,2,MB#5-E11
10.0,5.78135971352466,4,3,MN#5-E12
11.0,5.584962500721156,0,3,MB#6-E13
12.0,4.584962500721156,3,3,MN#6-E14
13.0,4.321928094887363,0,3,MB#7-E15
14.0,3.584962500721156,2,3,MN#7-E16 -- Blackout
15.0,3.584962500721156,0,3,MB#8-E17
16.0,2.807354922057604,2,3,MN#8-E18 -- Blackout
17.0,2.807354922057604,0,3,MB#9-E19
18.0,0.0,10,3,MN#9-E21 -- finale
