0.0,25.112989209604315,,0,initial
1.0,24.960986116159265,0,0,MB#1-E02
2.0,22.53600289393522,2,0,MN#1-E02
3.0,22.53600289393522,,0,MB#2-E04 -- verkauft?
4.0,20.704602776999963,2,0,MN#2-E04
5.0,20.256586491266926,0,0,MB#3-E06
6.0,15.722273891422057,3,0,MN#3-E06
7.0,14.973428315540101,0,0,MB#4-E08
8.0,11.895575282380685,3,0,MN#4-E08
9.0,10.527477006060396,1,0,MB#5-E10
10.0,9.579315937580015,3,1,MN#5-E10
11.0,9.579315937580015,,1,MB#6-E12 -- verkauft
12.0,7.774787059601174,4,1,MN#6-E12
13.0,7.774787059601174,0,1,MB#7-E14
14.0,5.426264754702098,4,1,MN#7-E14
15.0,5.426264754702098,0,1,MB#8-E16
16.0,2.321928094887362,1,1,MN#8-E16
17.0,2.0,1,1,MB#9-E18
18.0,2.0,3,2,MN#9-E18
19.0,2.0,1,2,MB#10-E20
20.0,2.0,10,3,MN#10-E20
