0.0,25.112989209604315,,0,initial
1.0,24.960986116159265,0,0,MB#1-E02
2.0,20.96843055413866,3,0,MN#1-E02
3.0,17.08515083777953,1,0,MB#2-E03 -- Francesco muss ausziehen
5.0,16.974560232270047,0,1,MB#3-E06
6.0,15.600900174030382,3,1,MN#3-E06
7.0,15.600900174030382,,1,MB#4-E08 -- verkauft
8.0,12.911204709977175,4,1,MN#4-E08
9.0,12.911204709977175,,1,MB#5-E10 -- verkauft
10.0,10.599912842187127,3,1,MN#5-E10
11.0,10.483815777264256,0,1,MB#6-E12
12.0,9.027905996569885,3,1,MN#6-E12
13.0,8.098032082960527,0,1,MB#7-E14
14.0,5.727920454563199,2,1,MN#7-E14
15.0,5.727920454563199,0,1,MB#8-E16
16.0,4.857980995127572,1,1,MN#8-E16 -- blackout
17.0,4.247927513443585,0,1,MB#9-E18
17.2,4.247927513443585,0,1,MB#9.1-E18/15 -- 'geschenkte' Matchbox
18.0,3.0,4,1,MN#9-E18
19.0,2.584962500721156,1,1,MB#10-E20
20.0,0.0,7,2,MN#10-E20
